StationCode,SampleID,Taxa,DistinctCode,Result,STE,distinct,Replicate 1,Replicate 2,Replicate 3,Replicate 4,Replicate 5,Replicate 6,Replicate 7,Replicate 8,Replicate 9,Replicate 10,Replicate 11,Replicate 12,Replicate 13,Replicate 14,Replicate 15,Replicate 16,Replicate 17,Replicate 18,Replicate 19,Replicate 20,MaxTol,Class,Order,FunctionalFeedingGroup,Family,subfamily
411HRL000,411HRL000,Slavina appendiculata,,4,Slavina,Distinct,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,Oligochaeta,Tubificida,CG,Naididae,
411HRL000,411HRL000,Tanytarsus,,5,Chironominae,Distinct,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,Insecta,Diptera,CF,Chironomidae,Chironominae
411HRL000,411HRL000,Tubificidae,,16,Tubificidae,Distinct,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,Oligochaeta,Tubificida,CG,Tubificidae,
411MAD000,411MAD000,Acanthocyclops einslei,,7,Acanthocyclops,Distinct,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,Maxillopoda,Calanoida,CG,Cyclopidae,
411MAD000,411MAD000,Ceriodaphnia,,2,Ceriodaphnia,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,Branchiopoda,Cladocera,CF,Daphniidae,
411MAD000,411MAD000,Chironomus,,6,Chironominae,Distinct,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,10,Insecta,Diptera,CG,Chironomidae,Chironominae
411MAD000,411MAD000,Corisella decolor,,1,Corisella,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8,Insecta,Hemiptera,P,Corixidae,
411MAD000,411MAD000,Corixidae,,8,Corixidae,Non-Distinct,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,Insecta,Hemiptera,P,Corixidae,
411MAD000,411MAD000,Cricotopus,,2,Orthocladiinae,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,Insecta,Diptera,CG,Chironomidae,Orthocladiinae
411MAD000,411MAD000,Daphnia ambigua,,179,Daphnia,Distinct,177,179,178,177,177,177,178,178,178,178,178,179,176,178,178,178,178,177,178,177,8,Branchipoda,Cladocera,CF,Daphniidae,
411MAD000,411MAD000,Dero,,51,Dero,Distinct,51,50,51,51,50,51,51,50,49,51,51,50,51,51,51,51,51,51,50,50,10,Oligochaeta,Tubificida,CG,Naididae,
411MAD000,411MAD000,Dicrotendipes,,5,Chironominae,Distinct,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,Insecta,Diptera,CG,Chironomidae,Chironominae
411MAD000,411MAD000,Dytiscidae,Yes,1,Dytiscidae,Non-Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,Insecta,Coleoptera,P,Dytiscidae,
411MAD000,411MAD000,Ferrissia,,2,Ferrissia,Distinct,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,Gastropoda,Basommatophora,SC,Ancylidae,
411MAD000,411MAD000,Glossiphoniidae,,2,Glossiphoniidae,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,Hirudinea,Rhynchobdellida,P,Glossiphoniidae,
411MAD000,411MAD000,Haliplus,,1,Haliplus,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,Insecta,Coleoptera,MH,Haliplidae,
411MAD000,411MAD000,Helisoma,,4,Helisoma,Distinct,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,6,Gastropoda,Basommatophora,SC,Planorbidae,
411MAD000,411MAD000,Hyalella,,2,Hyalella,Distinct,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,Malacostraca,Amphipoda,CG,Hyalellidae,
411MAD000,411MAD000,Libellulidae,,1,Libellulidae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,Insecta,Odonata,P,Libellulidae,
411MAD000,411MAD000,Oligochaeta,Yes,1,Oligochaeta,Non-Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,Oligochaeta,,CG,,
411MAD000,411MAD000,Oreodytes,,1,Oreodytes,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,Insecta,Coleoptera,P,Dytiscidae,Hydroporinae
411MAD000,411MAD000,Ostracoda,,112,Ostracoda,Distinct,111,111,112,110,111,111,111,111,112,111,110,112,111,112,111,111,110,112,110,112,8,Ostracoda,,CG,,
411MAD000,411MAD000,Physa,,23,Physa,Distinct,23,23,22,23,23,23,23,23,23,23,23,23,23,22,23,23,22,23,23,23,8,Gastropoda,Basommatophora,SC,Physidae,
411MAD000,411MAD000,Simocephalus,,89,Simocephalus,Distinct,88,88,88,89,89,88,88,89,88,87,88,86,89,87,88,87,89,87,89,88,8,Branchipoda,Cladocera,CF,Daphniidae,
411MAD000,411MAD000,Tropisternus,,2,Tropisternus,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,Insecta,Coleoptera,CG,Hydrophilidae,
411MAD000,411MAD000,Tubificidae,,2,Tubificidae,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,Oligochaeta,Tubificida,CG,Tubificidae,
801ITR000,801ITR000,Acanthocyclops einslei,,1,Acanthocyclops,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Maxillopoda,Calanoida,CG,Cyclopidae,
801ITR000,801ITR000,Aulodrilus,,4,Aulodrilus,Distinct,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,Oligochaeta,Tubificida,CG,Tubificidae,
801ITR000,801ITR000,Chaetogaster diaphanus,,2,Chaetogaster,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,Oligochaeta,Tubificida,CG,Naididae,
801ITR000,801ITR000,Chironomus,,1,Chironominae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Insecta,Diptera,CG,Chironomidae,Chironominae
801ITR000,801ITR000,Corisella decolor,,1,Corisella,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Insecta,Hemiptera,P,Corixidae,
801ITR000,801ITR000,Corixidae,,6,Corixidae,Non-Distinct,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,8,Insecta,Hemiptera,P,Corixidae,
801ITR000,801ITR000,Cricotopus,,2,Orthocladiinae,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,Insecta,Diptera,CG,Chironomidae,Orthocladiinae
801ITR000,801ITR000,Dero,,11,Dero,Distinct,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,Oligochaeta,Tubificida,CG,Naididae,
801ITR000,801ITR000,Dicrotendipes,,12,Chironominae,Distinct,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,Insecta,Diptera,CG,Chironomidae,Chironominae
801ITR000,801ITR000,Erpobdellidae,,3,Erpobdellidae,Distinct,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,Hirudinea,Arhynchobdellida,P,Erpobdellidae,
801ITR000,801ITR000,Helobdella stagnalis,,3,Helobdella,Distinct,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,Hirudinea,Rhynchobdellida,PA,Glossiphoniidae,
801ITR000,801ITR000,Hyalella,,162,Hyalella,Distinct,160,161,160,162,162,162,162,160,160,162,161,162,161,162,161,161,161,162,162,160,8,Malacostraca,Amphipoda,CG,Hyalellidae,
801ITR000,801ITR000,Macrocyclops albidus,,1,Macrocyclops,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Maxillopoda,Calanoida,CG,Cyclopidae,
801ITR000,801ITR000,Ostracoda,,215,Ostracoda,Distinct,215,214,215,214,214,213,213,215,215,214,215,213,215,213,215,214,215,214,213,215,8,Ostracoda,,CG,,
801ITR000,801ITR000,Physa,,17,Physa,Distinct,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,8,Gastropoda,Basommatophora,SC,Physidae,
801ITR000,801ITR000,Procladius,,1,Tanypodinae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,Insecta,Diptera,P,Chironomidae,Tanypodinae
801ITR000,801ITR000,Simocephalus,,8,Simocephalus,Distinct,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,Branchipoda,Cladocera,CF,Daphniidae,
801ITR000,801ITR000,Tubificidae,Yes,6,Tubificidae,Non-Distinct,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,10,Oligochaeta,Tubificida,CG,Tubificidae,
801ITR000,801ITR000,Turbellaria,,46,Turbellaria,Distinct,46,46,46,46,46,46,46,46,46,45,45,46,46,46,45,46,46,46,46,46,4,Turbellaria,,P,,
801LAG001,801LAG001,Ablabesmyia,,5,Tanypodinae,Distinct,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,8,Insecta,Diptera,CG,Chironomidae,Tanypodinae
801LAG001,801LAG001,Aglaodiaptomus forbesi,,114,Aglaodiaptomus,Distinct,113,110,114,111,114,112,111,112,114,111,112,112,112,110,111,112,111,113,111,113,8,Maxillopoda,Calanoida,CF,Diaptomidae,
801LAG001,801LAG001,Alona,,5,Alona,Distinct,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,8,Branchipoda,Cladocera,CF,Chydoridae,
801LAG001,801LAG001,Berosus,,1,Berosus,Distinct,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,Insecta,Coleoptera,P,Hydrophilidae,
801LAG001,801LAG001,Bezzia/ Palpomyia,,1,Bezzia/ Palpomyia,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,Insecta,Diptera,P,Ceratopogonidae,Ceratopogoninae
801LAG001,801LAG001,Callibaetis,,6,Callibaetis,Distinct,6,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,9,Insecta,Ephemeroptera,CG,Baetidae,
801LAG001,801LAG001,Chironomus,,6,Chironominae,Distinct,6,6,6,6,6,6,6,6,6,5,6,5,5,6,6,6,6,6,6,6,10,Insecta,Diptera,CG,Chironomidae,Chironominae
801LAG001,801LAG001,Coenagrionidae,,6,Coenagrionidae,Non-Distinct,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,Insecta,Odonata,P,Coenagrionidae,
801LAG001,801LAG001,Colymbetes,,2,Colymbetes,Distinct,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,Insecta,Coleoptera,P,Dytiscidae,Colymbetinae
801LAG001,801LAG001,Corisella decolor,,15,Corisella,Distinct,14,15,14,14,15,15,15,14,14,15,15,14,15,15,15,15,15,15,14,14,8,Insecta,Hemiptera,P,Corixidae,
801LAG001,801LAG001,Corixidae,,28,Corixidae,Non-Distinct,28,28,28,28,28,26,28,28,28,28,28,28,28,28,27,26,28,28,27,28,8,Insecta,Hemiptera,P,Corixidae,
801LAG001,801LAG001,Cricotopus,,1,Orthocladiinae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,Insecta,Diptera,CG,Chironomidae,Orthocladiinae
801LAG001,801LAG001,Dasyhelea,,1,Dasyhelea,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,Insecta,Diptera,CG,Ceratopogonidae,Dasyheleinae
801LAG001,801LAG001,Dero,,53,Dero,Distinct,53,51,53,52,53,51,53,52,53,53,53,52,51,51,53,53,53,53,52,53,10,Oligochaeta,Tubificida,CG,Naididae,
801LAG001,801LAG001,Dicrotendipes,,3,Chironominae,Distinct,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,8,Insecta,Diptera,CG,Chironomidae,Chironominae
801LAG001,801LAG001,Helisoma,,1,Helisoma,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,Gastropoda,Basommatophora,SC,Planorbidae,
801LAG001,801LAG001,Helobdella stagnalis,,9,Helobdella,Distinct,9,9,9,8,9,9,8,8,9,8,9,9,9,9,9,8,9,9,9,9,6,Hirudinea,Rhynchobdellida,PA,Glossiphoniidae,
801LAG001,801LAG001,Hyalella,,119,Hyalella,Distinct,116,118,116,118,115,118,118,117,114,118,115,118,116,118,117,116,114,115,116,118,8,Malacostraca,Amphipoda,CG,Hyalellidae,
801LAG001,801LAG001,Ischnura,,1,Ischnura,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,Insecta,Odonata,P,Coenagrionidae,
801LAG001,801LAG001,Limnesia,,2,Limnesia,Distinct,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,5,Arachnida,Trombidiformes,P,Limnesiidae,
801LAG001,801LAG001,Microcyclops rubellus,,1,Microcyclops,Distinct,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Maxillopoda,Calanoida,CG,Cyclopidae,
801LAG001,801LAG001,Notonectidae,,1,Notonectidae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Insecta,Hemiptera,P,Notonectidae,
801LAG001,801LAG001,Ostracoda,,20,Ostracoda,Distinct,20,20,18,20,19,20,20,20,20,20,20,20,19,19,20,20,20,19,20,20,8,Ostracoda,,CG,,
801LAG001,801LAG001,Oxyethira,,1,Oxyethira,Distinct,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,Insecta,Trichoptera,PH,Hydroptilidae,
801LAG001,801LAG001,Paratanytarsus,,1,Chironominae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,Insecta,Diptera,CF,Chironomidae,Chironominae
801LAG001,801LAG001,Physa,,23,Physa,Distinct,22,23,23,22,23,23,23,23,22,23,23,22,23,23,22,23,23,22,23,23,8,Gastropoda,Basommatophora,SC,Physidae,
801LAG001,801LAG001,Procladius,,2,Tanypodinae,Distinct,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,Insecta,Diptera,P,Chironomidae,Tanypodinae
801LAG001,801LAG001,Psectrocladius,,1,Orthocladiinae,Distinct,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,8,Insecta,Diptera,CG,Chironomidae,Orthocladiinae
801LAG001,801LAG001,Simocephalus,,66,Simocephalus,Distinct,65,65,65,65,66,64,65,66,66,65,66,65,66,66,64,65,65,66,66,62,8,Branchipoda,Cladocera,CF,Daphniidae,
801LAG001,801LAG001,Tanytarsus,,1,Chironominae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,Insecta,Diptera,CF,Chironomidae,Chironominae
801LAG001,801LAG001,Tubificidae,Yes,10,Tubificidae,Distinct,10,10,10,10,9,10,10,9,10,9,10,10,10,10,10,10,10,10,10,9,10,Oligochaeta,Tubificida,CG,Tubificidae,
801LAG001,801LAG001,Unionicolidae,,3,Unionicolidae,Distinct,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,Arachnida,Trombidiformes,P,Unionicolidae,
801LAG002,801LAG002,Aglaodiaptomus forbesi,,131,Aglaodiaptomus,Distinct,124,126,126,128,129,126,125,128,129,128,126,129,128,126,128,129,128,128,130,129,8,Maxillopoda,Calanoida,CF,Diaptomidae,
801LAG002,801LAG002,Anax,,1,Anax,Distinct,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Insecta,Odonata,P,Aeshnidae,
801LAG002,801LAG002,Aulodrilus,,21,Aulodrilus,Distinct,20,20,21,19,21,20,19,21,20,21,21,21,20,20,21,20,20,20,19,20,10,Oligochaeta,Tubificida,CG,Tubificidae,
801LAG002,801LAG002,Bezzia/ Palpomyia,,2,Bezzia/ Palpomyia,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,Insecta,Diptera,P,Ceratopogonidae,Ceratopogoninae
801LAG002,801LAG002,Buenoa,,8,Buenoa,Distinct,8,8,7,8,8,8,8,8,7,8,8,8,7,8,8,8,7,8,8,8,NA,Insecta,Hemiptera,P,Notonectidae,
801LAG002,801LAG002,Callibaetis,,8,Callibaetis,Distinct,8,8,8,7,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,9,Insecta,Ephemeroptera,CG,Baetidae,
801LAG002,801LAG002,Coenagrionidae,,55,Coenagrionidae,Non-Distinct,55,54,54,51,52,52,55,51,54,53,54,53,54,53,53,54,52,52,52,55,9,Insecta,Odonata,P,Coenagrionidae,
801LAG002,801LAG002,Corisella decolor,,7,Corisella,Distinct,6,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,8,Insecta,Hemiptera,P,Corixidae,
801LAG002,801LAG002,Corixidae,,42,Corixidae,Non-Distinct,42,41,42,42,41,41,42,41,39,40,39,41,42,41,40,40,41,40,41,42,8,Insecta,Hemiptera,P,Corixidae,
801LAG002,801LAG002,Cryptotendipes,,1,Chironominae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,Insecta,Diptera,CG,Chironomidae,Chironominae
801LAG002,801LAG002,Dero,,14,Dero,Distinct,14,14,13,14,10,14,13,14,14,13,14,14,14,14,14,14,12,14,14,13,10,Oligochaeta,Tubificida,CG,Naididae,
801LAG002,801LAG002,Dicrotendipes,,11,Chironominae,Distinct,11,11,11,11,11,10,11,10,11,11,11,10,11,11,10,9,11,11,11,11,8,Insecta,Diptera,CG,Chironomidae,Chironominae
801LAG002,801LAG002,Enochrus,,1,Enochrus,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,Insecta,Coleoptera,MH,Hydrophilidae,
801LAG002,801LAG002,Erpobdellidae,,1,Erpobdellidae,Distinct,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Hirudinea,Arhynchobdellida,P,Erpobdellidae,
801LAG002,801LAG002,Helobdella,Yes,1,Helobdella,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,Hirudinea,Rhynchobdellida,PA,Glossiphoniidae,
801LAG002,801LAG002,Helobdella stagnalis,,12,Helobdella,Distinct,12,11,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,6,Hirudinea,Rhynchobdellida,PA,Glossiphoniidae,
801LAG002,801LAG002,Hyalella,,108,Hyalella,Distinct,106,107,106,107,105,106,106,105,106,105,107,105,104,106,106,105,107,106,107,103,8,Malacostraca,Amphipoda,CG,Hyalellidae,
801LAG002,801LAG002,Hydrachna,,2,Hydrachna,Distinct,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,NA,Arachnida,Trombidiformes,P,Hydrachnidae,
801LAG002,801LAG002,Hydrovatus,,2,Hydrovatus,Distinct,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,Insecta,Coleoptera,P,Dytiscidae,Hydroporinae
801LAG002,801LAG002,Ischnura,,6,Ischnura,Distinct,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,9,Insecta,Odonata,P,Coenagrionidae,
801LAG002,801LAG002,Ostracoda,,2,Ostracoda,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,Ostracoda,,CG,,
801LAG002,801LAG002,Oxyethira,,1,Oxyethira,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,Insecta,Trichoptera,PH,Hydroptilidae,
801LAG002,801LAG002,Procladius,,6,Tanypodinae,Distinct,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,9,Insecta,Diptera,P,Chironomidae,Tanypodinae
801LAG002,801LAG002,Simocephalus,,49,Simocephalus,Distinct,49,47,48,48,49,49,49,48,48,47,48,47,48,47,47,48,48,47,46,47,8,Branchipoda,Cladocera,CF,Daphniidae,
801LAG002,801LAG002,Tanytarsus,,4,Chironominae,Distinct,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,6,Insecta,Diptera,CF,Chironomidae,Chironominae
801LAG002,801LAG002,Tropisternus,,1,Tropisternus,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,Insecta,Coleoptera,CG,Hydrophilidae,
801LAG002,801LAG002,Tubificidae,Yes,5,Tubificidae,Non-Distinct,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,Oligochaeta,Tubificida,CG,Tubificidae,
801LAG002,801LAG002,Unionicolidae,,9,Unionicolidae,Distinct,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,8,9,5,Arachnida,Trombidiformes,P,Unionicolidae,
801LAG002,801LAG002,Zavrelimyia/ Paramerina,,2,Tanypodinae,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,Insecta,Diptera,P,Chironomidae,Tanypodinae
801LAG003,801LAG003,Ablabesmyia,,1,Tanypodinae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Insecta,Diptera,CG,Chironomidae,Tanypodinae
801LAG003,801LAG003,Aglaodiaptomus forbesi,,70,Aglaodiaptomus,Distinct,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,8,Maxillopoda,Calanoida,CF,Diaptomidae,
801LAG003,801LAG003,Aulodrilus,,24,Aulodrilus,Distinct,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,10,Oligochaeta,Tubificida,CG,Tubificidae,
801LAG003,801LAG003,Bezzia/ Palpomyia,,2,Bezzia/ Palpomyia,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,Insecta,Diptera,P,Ceratopogonidae,Ceratopogoninae
801LAG003,801LAG003,Callibaetis,,26,Callibaetis,Distinct,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,9,Insecta,Ephemeroptera,CG,Baetidae,
801LAG003,801LAG003,Chironomus,,1,Chironominae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Insecta,Diptera,CG,Chironomidae,Chironominae
801LAG003,801LAG003,Coenagrionidae,,19,Coenagrionidae,Non-Distinct,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,Insecta,Odonata,P,Coenagrionidae,
801LAG003,801LAG003,Corisella decolor,,8,Corisella,Distinct,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,Insecta,Hemiptera,P,Corixidae,
801LAG003,801LAG003,Corixidae,Yes,76,Corixidae,Non-Distinct,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,Insecta,Hemiptera,P,Corixidae,
801LAG003,801LAG003,Corynoneura,,1,Orthocladiinae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,Insecta,Diptera,CG,Chironomidae,Orthocladiinae
801LAG003,801LAG003,Dero,,31,Dero,Distinct,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,Oligochaeta,Tubificida,CG,Naididae,
801LAG003,801LAG003,Dicrotendipes,,1,Chironominae,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Insecta,Diptera,CG,Chironomidae,Chironominae
801LAG003,801LAG003,Erpobdellidae,,4,Erpobdellidae,Distinct,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,Hirudinea,Arhynchobdellida,P,Erpobdellidae,
801LAG003,801LAG003,Helobdella,Yes,1,Helobdella,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,Hirudinea,Rhynchobdellida,PA,Glossiphoniidae,
801LAG003,801LAG003,Helobdella stagnalis,,11,Helobdella,Distinct,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,Hirudinea,Rhynchobdellida,PA,Glossiphoniidae,
801LAG003,801LAG003,Hyalella,,154,Hyalella,Distinct,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,8,Malacostraca,Amphipoda,CG,Hyalellidae,
801LAG003,801LAG003,Hydrachna,,1,Hydrachna,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,Arachnida,Trombidiformes,P,Hydrachnidae,
801LAG003,801LAG003,Ischnura,,4,Ischnura,Distinct,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,Insecta,Odonata,P,Coenagrionidae,
801LAG003,801LAG003,Ostracoda,,5,Ostracoda,Distinct,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,Ostracoda,,CG,,
801LAG003,801LAG003,Physa,,1,Physa,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Gastropoda,Basommatophora,SC,Physidae,
801LAG003,801LAG003,Procladius,,5,Tanypodinae,Distinct,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,Insecta,Diptera,P,Chironomidae,Tanypodinae
801LAG003,801LAG003,Simocephalus,,9,Simocephalus,Distinct,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,Branchipoda,Cladocera,CF,Daphniidae,
801LAG003,801LAG003,Tanytarsus,,3,Chironominae,Distinct,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,Insecta,Diptera,CF,Chironomidae,Chironominae
801LAG003,801LAG003,Tubificidae,Yes,16,Tubificidae,Non-Distinct,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,Oligochaeta,Tubificida,CG,Tubificidae,
801LAG003,801LAG003,Unionicolidae,,21,Unionicolidae,Distinct,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,5,Arachnida,Trombidiformes,P,Unionicolidae,
801LAG004,801LAG004,Ablabesmyia,,3,Tanypodinae,Distinct,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,Insecta,Diptera,CG,Chironomidae,Tanypodinae
801LAG004,801LAG004,Aglaodiaptomus forbesi,,65,Aglaodiaptomus,Distinct,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,8,Maxillopoda,Calanoida,CF,Diaptomidae,
801LAG004,801LAG004,Alona,,1,Alona,Distinct,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,Branchipoda,Cladocera,CF,Chydoridae,
801LAG004,801LAG004,Anax,,2,Anax,Distinct,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,Insecta,Odonata,P,Aeshnidae,
